Date,Value,f,f5,s2f
25/6/18,17115625,3512.5,1622.5,10548.92142
24/6/18,17112112.5,587.5,2182.5,7840.601375
23/6/18,17111525,2000,2022.5,8460.580964
22/6/18,17109525,2987.5,1707.5,10020.21962
21/6/18,17106537.5,1025,2100,8145.970238
20/6/18,17105512.5,1937.5,1987.5,8606.54717
19/6/18,17103575,2550,1782.5,9595.273492
18/6/18,17101025,1437.5,2002.5,8539.837703
17/6/18,17099587.5,1962.5,1987.5,8603.566038
16/6/18,17097625,2125,1860,9192.271505
15/6/18,17095500,1862.5,1927.5,8869.2607
14/6/18,17093637.5,1912.5,1900,8996.651316
13/6/18,17091725,1775,1825,9365.328767
12/6/18,17089950,1825,1842.5,9275.41384
11/6/18,17088125,1750,1745,9792.621777
10/6/18,17086375,1950,1752.5,9749.714693
9/6/18,17084425,1425,1845,9259.850949
8/6/18,17083000,1812.5,1762.5,9692.48227
7/6/18,17081187.5,2287.5,2207.5,7737.797282
6/6/18,17078900,1337.5,1982.5,8614.82976
5/6/18,17077562.5,4175,2027.5,8422.965475
4/6/18,17073387.5,300,2207.5,7734.263873
3/6/18,17073087.5,2037.5,2097.5,8139.731824
2/6/18,17071050,3187.5,1687.5,10116.17778
1/6/18,17067862.5,787.5,2150,7938.540698
31/5/18,17067075,2125,2002.5,8522.883895
30/5/18,17064950,2612.5,1755,9723.618234
29/5/18,17062337.5,1300,2052.5,8312.953715
28/5/18,17061037.5,1950,1987.5,8584.169811
27/5/18,17059087.5,2275,2207.5,7727.785957
26/5/18,17056812.5,1800,2002.5,8517.759051
25/5/18,17055012.5,3712.5,2017.5,8453.537794
24/5/18,17051300,275,2210,7715.520362
23/5/18,17051025,2025,1972.5,8644.372624
22/5/18,17049000,3237.5,1590,10722.64151
21/5/18,17045762.5,612.5,2155,7909.866589
20/5/18,17045150,1800,1885,9042.519894
19/5/18,17043350,3100,1567.5,10872.95056
18/5/18,17040250,675,2090,8153.229665
17/5/18,17039575,1650,1897.5,8980.013175
16/5/18,17037925,3225,1607.5,10599.02022
15/5/18,17034700,837.5,2077.5,8199.614922
14/5/18,17033862.5,1650,1925,8848.75974
13/5/18,17032212.5,3025,1597.5,10661.79186
12/5/18,17029187.5,887.5,2052.5,8296.80268
11/5/18,17028300,1587.5,1885,9033.580902
10/5/18,17026712.5,3112.5,1627.5,10461.88172
9/5/18,17023600,812.5,2042.5,8334.687882
8/5/18,17022787.5,1737.5,1850,9201.506757
7/5/18,17021050,2962.5,1630,10442.36196
6/5/18,17018087.5,625,2050,8301.506098
5/5/18,17017462.5,2012.5,1842.5,9236.071913
4/5/18,17015450,2912.5,1600,10634.65625
3/5/18,17012537.5,700,2090,8139.970096
2/5/18,17011837.5,1750,1855,9170.801887
1/5/18,17010087.5,3075,1667.5,10200.95202
30/4/18,17007012.5,837.5,2072.5,8206.037394
29/4/18,17006175,1975,1852.5,9180.121457
28/4/18,17004200,2725,1590,10694.46541
27/4/18,17001475,650,2042.5,8323.855569
26/4/18,17000825,1762.5,1732.5,9812.886003
25/4/18,16999062.5,3100,1570,10827.42834
24/4/18,16995962.5,425,2075,8190.825301
23/4/18,16995537.5,1912.5,1885,9016.200265
22/4/18,16993625,3175,1607.5,10571.4619
21/4/18,16990450,812.5,2125,7995.505882
20/4/18,16989637.5,1712.5,1985,8559.011335
19/4/18,16987925,3012.5,1755,9679.729345
18/4/18,16984912.5,1212.5,2047.5,8295.43956
17/4/18,16983700,2025,2010,8449.60199
16/4/18,16981675,2275,1750,9703.814286
15/4/18,16979400,1525,1962.5,8651.923567
14/4/18,16977875,1712.5,1900,8935.723684
13/4/18,16976162.5,2275,2207.5,7690.220838
12/4/18,16973887.5,1712.5,1952.5,8693.412292
11/4/18,16972175,3812.5,1977.5,8582.642225
10/4/18,16968362.5,250,2210,7677.992081
9/4/18,16968112.5,1837.5,2032.5,8348.394834
8/4/18,16966275,3437.5,1615,10505.43344
7/4/18,16962837.5,825,2162.5,7844.086705
6/4/18,16962012.5,1725,1955,8676.221228
5/4/18,16960287.5,2987.5,1675,10125.54478
4/4/18,16957300,800,2047.5,8281.953602
3/4/18,16956500,2037.5,1960,8651.27551
2/4/18,16954462.5,2687.5,1682.5,10076.94651
1/4/18,16951775,1287.5,2047.5,8279.255189
31/3/18,16950487.5,1600,1900,8921.309211
30/3/18,16948887.5,2625,1700,9969.933824
29/3/18,16946262.5,1300,1952.5,8679.263764
28/3/18,16944962.5,1687.5,1877.5,9025.279627
27/3/18,16943275,2550,1690,10025.60651
26/3/18,16940725,1225,1957.5,8654.265645
25/3/18,16939500,1687.5,1815,9333.057851
24/3/18,16937812.5,2637.5,1662.5,10188.15789
23/3/18,16935175,975,1967.5,8607.458704
22/3/18,16934200,1787.5,1777.5,9526.97609
21/3/18,16932412.5,2750,1637.5,10340.40458
20/3/18,16929662.5,737.5,2015,8401.817618
19/3/18,16928925,1937.5,1835,9225.572207
18/3/18,16926987.5,2862.5,1675,10105.66418
17/3/18,16924125,887.5,2060,8215.59466
16/3/18,16923237.5,1950,1860,9098.514785
15/3/18,16921287.5,2662.5,1682.5,10057.22883
14/3/18,16918625,937.5,2035,8313.820639
13/3/18,16917687.5,1975,1900,8904.046053
12/3/18,16915712.5,2650,1717.5,9849.032023
11/3/18,16913062.5,1275,2032.5,8321.309963
10/3/18,16911787.5,1750,1905,8877.57874
9/3/18,16910037.5,2512.5,1767.5,9567.206506
8/3/18,16907525,1337.5,1955,8648.350384
7/3/18,16906187.5,1962.5,1925,8782.435065
6/3/18,16904225,2212.5,2205,7666.315193
5/3/18,16902012.5,1600,1975,8557.981013
4/3/18,16900412.5,3912.5,1972.5,8568.016477
3/3/18,16896500,187.5,2212.5,7636.836158
2/3/18,16896312.5,1950,2010,8406.125622
1/3/18,16894362.5,3412.5,1627.5,10380.56068
28/2/18,16890950,587.5,2177.5,7757.037887
27/2/18,16890362.5,2000,1980,8530.486111
26/2/18,16888362.5,2937.5,1660,10173.71235
25/2/18,16885425,962.5,2092.5,8069.498208
24/2/18,16884462.5,1812.5,1885,8957.274536
23/2/18,16882650,2750,1720,9815.494186
22/2/18,16879900,962.5,2017.5,8366.741016
21/2/18,16878937.5,2112.5,1922.5,8779.681404
20/2/18,16876825,2450,1777.5,9494.697609
19/2/18,16874375,1337.5,2020,8353.65099
18/2/18,16873037.5,2025,1927.5,8753.845655
17/2/18,16871012.5,2175,1765,9558.647309
16/2/18,16868837.5,1650,1942.5,8684.086229
15/2/18,16867187.5,1637.5,1950,8649.839744
14/2/18,16865550,2225,2207.5,7640.11325
13/2/18,16863325,2062.5,1977.5,8527.597977
12/2/18,16861262.5,3462.5,2007.5,8399.134496
11/2/18,16857800,500,2212.5,7619.344633
10/2/18,16857300,1787.5,1815,9287.768595
9/2/18,16855512.5,3250,1475,11427.4661
8/2/18,16852262.5,75,2110,7986.854265
7/2/18,16852187.5,1762.5,1905,8846.292651
6/2/18,16850425,3675,1700,9912.014706
5/2/18,16846750,762.5,2192.5,7683.808438
4/2/18,16845987.5,2225,2147.5,7844.464494
3/2/18,16843762.5,2537.5,1812.5,9293.110345
2/2/18,16841225,1537.5,2062.5,8165.442424
1/2/18,16839687.5,2000,1925,8747.88961
31/1/18,16837687.5,2012.5,1787.5,9419.685315
30/1/18,16835675,1537.5,1910,8814.489529
29/1/18,16834137.5,1850,1867.5,9014.263722
28/1/18,16832287.5,2150,2210,7616.419683
27/1/18,16830137.5,1787.5,1940,8675.328608
26/1/18,16828350,3725,2010,8372.313433
25/1/18,16824625,187.5,2205,7630.21542
24/1/18,16824437.5,2200,2082.5,8078.961585
23/1/18,16822237.5,3125,2205,7629.132653
22/1/18,16819112.5,1175,2212.5,7601.858757
21/1/18,16817937.5,4337.5,2185,7696.996568
20/1/18,16813600,225,2215,7590.790068
19/1/18,16813375,2062.5,2175,7730.287356
18/1/18,16811312.5,3275,1705,9860.007331
17/1/18,16808037.5,975,2172.5,7736.726122
16/1/18,16807062.5,1987.5,2010,8361.722637
15/1/18,16805075,2562.5,1727.5,9727.973951
14/1/18,16802512.5,1250,2010,8359.458955
13/1/18,16801262.5,1862.5,2062.5,8146.066667
12/1/18,16799400,2387.5,2207.5,7610.147225
11/1/18,16797012.5,2250,2125,7904.476471
10/1/18,16794762.5,3287.5,2167.5,7748.448674
9/1/18,16791475,837.5,2212.5,7589.367232
8/1/18,16790637.5,2075,2065,8131.059322
7/1/18,16788562.5,2612.5,1765,9511.933428
6/1/18,16785950,1512.5,2037.5,8238.503067
5/1/18,16784437.5,1787.5,1995,8413.25188
4/1/18,16782650,2200,2212.5,7585.378531
3/1/18,16780450,1862.5,1987.5,8442.993711
2/1/18,16778587.5,3700,2037.5,8234.889571
1/1/18,16774887.5,387.5,2217.5,7564.774521
31/12/17,16774500,2037.5,2005,8366.334165
30/12/17,16772462.5,3100,1637.5,10242.72519
29/12/17,16769362.5,800,2132.5,7863.710434
28/12/17,16768562.5,1862.5,1897.5,8837.187088
27/12/17,16766700,2862.5,1615,10381.85759
26/12/17,16763837.5,862.5,2047.5,8187.466422
25/12/17,16762975,1687.5,1810,9261.312155
24/12/17,16761287.5,2962.5,1625,10314.63846
23/12/17,16758325,675,2037.5,8224.944785
22/12/17,16757650,1937.5,1785,9388.039216
21/12/17,16755712.5,2925,1542.5,10862.69854
20/12/17,16752787.5,425,2075,8073.63253
19/12/17,16752362.5,1750,1937.5,8646.380645
18/12/17,16750612.5,3337.5,1780,9410.456461
17/12/17,16747275,1250,2122.5,7890.353357
16/12/17,16746025,2137.5,2230,7509.428251
15/12/17,16743887.5,2137.5,2217.5,7550.794814
14/12/17,16741750,2287.5,2167.5,7723.990773
13/12/17,16739462.5,3275,2167.5,7722.935409
12/12/17,16736187.5,1000,2222.5,7530.343082
11/12/17,16735187.5,2137.5,2127.5,7866.128085
10/12/17,16733050,2412.5,2212.5,7562.960452
9/12/17,16730637.5,1812.5,2042.5,8191.25459
8/12/17,16728825,3700,2085,8023.417266
7/12/17,16725125,150,2212.5,7559.378531
6/12/17,16724975,2350,2137.5,7824.549708
5/12/17,16722625,3050,2217.5,7541.206313
4/12/17,16719575,1437.5,2210,7565.418552
3/12/17,16718137.5,4100,2197.5,7607.798635
2/12/17,16714037.5,112.5,2212.5,7554.367232
1/12/17,16713925,2287.5,2150,7773.918605
30/11/17,16711637.5,3125,1720,9716.068314
29/11/17,16708512.5,1125,2185,7646.916476
28/11/17,16707387.5,1950,2047.5,8159.896215
27/11/17,16705437.5,2437.5,1812.5,9216.793103
26/11/17,16703000,1600,1990,8393.467337
25/11/17,16701400,1950,2025,8247.604938
24/11/17,16699450,2012.5,2220,7522.274775
23/11/17,16697437.5,2125,1957.5,8529.980843
22/11/17,16695312.5,3412.5,2005,8326.839152
21/11/17,16691900,287.5,2217.5,7527.35062
20/11/17,16691612.5,2187.5,1917.5,8704.88266
19/11/17,16689425,3075,1652.5,10099.50076
18/11/17,16686350,625,2155,7743.085847
17/11/17,16685725,2087.5,1917.5,8701.812256
16/11/17,16683637.5,2800,1622.5,10282.67334
15/11/17,16680837.5,1000,1847.5,9028.870095
14/11/17,16679837.5,1600,1667.5,10002.90105
13/11/17,16678237.5,1750,1270,13132.47047
12/11/17,16676487.5,1187.5,1370,12172.61861
11/11/17,16675300,812.5,1692.5,9852.466765
10/11/17,16674487.5,1500,1442.5,11559.43674
9/11/17,16672987.5,3212.5,1595,10453.2837
8/11/17,16669775,500,2045,8151.479218
7/11/17,16669275,1950,1817.5,9171.540578
6/11/17,16667325,3062.5,1500,11111.55
5/11/17,16664262.5,362.5,1697.5,9816.944035
4/11/17,16663900,1625,1720,9688.313953
3/11/17,16662275,1487.5,1460,11412.51712
2/11/17,16660787.5,2062.5,1732.5,9616.616162
1/11/17,16658725,1762.5,1817.5,9165.735901
31/10/17,16656962.5,1725,1862.5,8943.33557
30/10/17,16655237.5,2050,1662.5,10018.18797
29/10/17,16653187.5,1712.5,1862.5,8941.308725
28/10/17,16651475,1062.5,1675,9941.179104
27/10/17,16650412.5,2762.5,1727.5,9638.444284
26/10/17,16647650,787.5,1867.5,8914.404284
25/10/17,16646862.5,2312.5,2017.5,8251.232962
24/10/17,16644550,2412.5,2205,7548.548753
23/10/17,16642137.5,1812.5,2145,7758.572261
22/10/17,16640325,3700,2130,7812.359155
21/10/17,16636625,487.5,2205,7544.954649
20/10/17,16636137.5,2237.5,2107.5,7893.778173
19/10/17,16633900,2787.5,1777.5,9358.030942
18/10/17,16631112.5,1325,2112.5,7872.715976
17/10/17,16629787.5,2050,2155,7716.838747
16/10/17,16627737.5,2162.5,2212.5,7515.361582
15/10/17,16625575,2450,2025,8210.160494
14/10/17,16623125,3075,1997.5,8321.964956
13/10/17,16620050,387.5,2210,7520.384615
12/10/17,16619662.5,1912.5,1822.5,9119.156379
11/10/17,16617750,3225,1610,10321.58385
10/10/17,16614525,512.5,2135,7781.978923
9/10/17,16614012.5,2012.5,2000,8307.00625
8/10/17,16612000,3012.5,1752.5,9479.029957
7/10/17,16608987.5,1237.5,2117.5,7843.677686
6/10/17,16607750,1987.5,1895,8763.984169
5/10/17,16605762.5,2337.5,1750,9489.007143
4/10/17,16603425,900,1975,8406.797468
3/10/17,16602525,2287.5,1805,9198.074792
2/10/17,16600237.5,2362.5,1682.5,9866.41159
1/10/17,16597875,1137.5,2030,8176.293103
30/9/17,16596737.5,1725,1910,8689.391361
29/9/17,16595012.5,2637.5,1805,9193.912742
28/9/17,16592375,1687.5,1977.5,8390.581542
27/9/17,16590687.5,1837.5,1890,8778.141534
26/9/17,16588850,2000,1725,9616.724638
25/9/17,16586850,1287.5,1872.5,8858.130841
24/9/17,16585562.5,1812.5,1782.5,9304.663394
23/9/17,16583750,2425,1822.5,9099.451303
22/9/17,16581325,1387.5,1952.5,8492.355954
21/9/17,16579937.5,2200,1885,8795.722812
20/9/17,16577737.5,1937.5,1717.5,9652.248908
19/9/17,16575800,1475,1927.5,8599.636835
18/9/17,16574325,1587.5,1862.5,8898.966443
17/9/17,16572737.5,2437.5,2210,7498.976244
16/9/17,16570300,1875,2065,8024.358354
15/9/17,16568425,3675,2222.5,7454.859393
14/9/17,16564750,750,2220,7461.599099
13/9/17,16564000,2375,2265,7313.024283
12/9/17,16561625,2425,2215,7477.031603
11/9/17,16559200,2100,2147.5,7710.919674
10/9/17,16557100,3425,2110,7846.966825
9/9/17,16553675,412.5,2217.5,7465.016911
8/9/17,16553262.5,2187.5,2050,8074.762195
7/9/17,16551075,2962.5,2222.5,7447.052868
6/9/17,16548112.5,1262.5,2212.5,7479.372881
5/9/17,16546850,4287.5,2160,7660.578704
4/9/17,16542562.5,362.5,2215,7468.425508
3/9/17,16542200,1925,2160,7658.425926
2/9/17,16540275,3237.5,1710,9672.675439
1/9/17,16537037.5,987.5,2140,7727.587617
31/8/17,16536050,2037.5,2045,8086.08802
30/8/17,16534012.5,2512.5,1720,9612.797965
29/8/17,16531500,1450,2010,8224.626866
28/8/17,16530050,1612.5,1765,9365.467422
27/8/17,16528437.5,2437.5,1515,10909.85974
26/8/17,16526000,812.5,1477.5,11185.10998
25/8/17,16525187.5,1262.5,1592.5,10376.88383
24/8/17,16523925,1262.5,1287.5,12834.1165
23/8/17,16522662.5,2187.5,1412.5,11697.46018
22/8/17,16520475,912.5,1792.5,9216.443515
21/8/17,16519562.5,1437.5,1610,10260.59783
20/8/17,16518125,3162.5,1545,10691.34304
19/8/17,16514962.5,350,2032.5,8125.442804
18/8/17,16514612.5,1862.5,1847.5,8938.897158
17/8/17,16512750,3350,1595,10352.82132
16/8/17,16509400,512.5,2157.5,7652.097335
15/8/17,16508887.5,1900,1847.5,8935.798376
14/8/17,16506987.5,3162.5,1515,10895.70132
13/8/17,16503825,312.5,1772.5,9311.043724
12/8/17,16503512.5,1687.5,1745,9457.600287
11/8/17,16501825,1800,1440,11459.60069
10/8/17,16500025,1762.5,2160,7638.900463
9/8/17,16498262.5,1637.5,1832.5,9003.144611
8/8/17,16496625,3912.5,1822.5,9051.646091
7/8/17,16492712.5,50,2215,7445.919865
6/8/17,16492662.5,1750,2032.5,8114.471095
5/8/17,16490912.5,3725,1595,10339.13009
4/8/17,16487187.5,725,2200,7494.176136
3/8/17,16486462.5,1725,1987.5,8295.075472
2/8/17,16484737.5,3075,1605,10270.86449
1/8/17,16481662.5,687.5,2065,7981.434625
31/7/17,16480975,1812.5,1875,8789.853333
30/7/17,16479162.5,3025,1635,10078.99847
29/7/17,16476137.5,775,2080,7921.219952
28/7/17,16475362.5,1875,1887.5,8728.668874
27/7/17,16473487.5,2912.5,1652.5,9968.827534
26/7/17,16470575,850,2072.5,7947.201448
25/7/17,16469725,1850,1997.5,8245.168961
24/7/17,16467875,2875,1815,9073.209366
23/7/17,16465000,1500,2050,8031.707317
22/7/17,16463500,2000,2065,7972.639225
21/7/17,16461500,2025,2207.5,7457.078143
20/7/17,16459475,1925,1975,8333.911392
19/7/17,16457550,3587.5,1945,8461.465296
18/7/17,16453962.5,337.5,2207.5,7453.663647
17/7/17,16453625,1850,1880,8751.928191
16/7/17,16451775,3337.5,1510,10895.21523
15/7/17,16448437.5,287.5,2142.5,7677.217036
14/7/17,16448150,1737.5,1907.5,8622.883355
13/7/17,16446412.5,3500,1672.5,9833.430493
12/7/17,16442912.5,675,2152.5,7638.98374
11/7/17,16442237.5,2162.5,2105,7811.039192
10/7/17,16440075,2687.5,1817.5,9045.433287
9/7/17,16437387.5,1500,2082.5,7893.103241
8/7/17,16435887.5,2062.5,1975,8321.968354
7/7/17,16433825,2000,1810,9079.461326
6/7/17,16431825,1625,1917.5,8569.400261
5/7/17,16430200,1862.5,1480,11101.48649
4/7/17,16428337.5,2037.5,2207.5,7442.055493
3/7/17,16426300,-125,2060,7973.932039
2/7/17,16426425,5637.5,2072.5,7925.898673
1/7/17,16420787.5,887.5,2220,7396.751126
30/6/17,16419900,1925,2382.5,6891.878279
29/6/17,16417975,2775,1582.5,10374.70774
28/6/17,16415200,687.5,2042.5,8036.817625
27/6/17,16414512.5,1637.5,1680,9770.543155
26/6/17,16412875,3187.5,1490,11015.35235
25/6/17,16409687.5,112.5,2070,7927.385266
24/6/17,16409575,1825,1772.5,9257.87024
23/6/17,16407750,3587.5,1485,11048.9899
22/6/17,16404162.5,150,1807.5,9075.608575
21/6/17,16404012.5,1750,1832.5,8951.712142
20/6/17,16402262.5,1725,1465,11196.08362
19/6/17,16400537.5,1950,1797.5,9124.082058
18/6/17,16398587.5,1750,1840,8912.275815
17/6/17,16396837.5,1812.5,1855,8839.265499
16/6/17,16395025,1962.5,1815,9033.071625
15/6/17,16393062.5,1800,1857.5,8825.336474
14/6/17,16391262.5,1750,1822.5,8993.834019
13/6/17,16389512.5,1962.5,1795,9130.647632
12/6/17,16387550,1637.5,1855,8834.25876
11/6/17,16385912.5,1825,1815,9028.050964
10/6/17,16384087.5,2100,2212.5,7405.237288
9/6/17,16381987.5,1550,1920,8532.285156
8/6/17,16380437.5,3950,1932.5,8476.293661
7/6/17,16376487.5,175,2210,7410.175339
6/6/17,16376312.5,1887.5,2015,8127.202233
5/6/17,16374425,3487.5,1705,9603.768328
4/6/17,16370937.5,575,2180,7509.604358
3/6/17,16370362.5,2400,2082.5,7860.918367
2/6/17,16367962.5,2550,2215,7389.599323
1/6/17,16365412.5,1400,2127.5,7692.320799
31/5/17,16364012.5,4150,2025,8080.993827
30/5/17,16359862.5,137.5,2215,7385.942438
29/5/17,16359725,1887.5,2067.5,7912.80532
28/5/17,16357837.5,3500,1620,10097.43056
27/5/17,16354337.5,662.5,2187.5,7476.268571
26/5/17,16353675,1912.5,2007.5,8146.288917
25/5/17,16351762.5,2975,1727.5,9465.564399
24/5/17,16348787.5,987.5,2090,7822.386364
23/5/17,16347800,2100,1945,8405.03856
22/5/17,16345700,2475,1762.5,9274.156028
21/5/17,16343225,1187.5,2015,8110.781638
20/5/17,16342037.5,2062.5,1910,8556.040576
19/5/17,16339975,2250,1802.5,9065.17337
18/5/17,16337725,1575,1977.5,8261.807838
17/5/17,16336150,1937.5,1907.5,8564.167759
16/5/17,16334212.5,2062.5,2230,7324.758969
15/5/17,16332150,1712.5,1947.5,8386.213094
14/5/17,16330437.5,3862.5,1945,8396.111825
13/5/17,16326575,162.5,2220,7354.313063
12/5/17,16326412.5,1925,1897.5,8604.16996
11/5/17,16324487.5,3437.5,1512.5,10793.04959
10/5/17,16321050,100,2180,7486.720183
9/5/17,16320950,1937.5,1962.5,8316.407643
8/5/17,16319012.5,3500,1695,9627.735988
7/5/17,16315512.5,837.5,2195,7433.035308
6/5/17,16314675,2100,2030,8036.785714
5/5/17,16312575,2600,1660,9826.85241
4/5/17,16309975,1112.5,2050,7956.085366
3/5/17,16308862.5,1650,1842.5,8851.485753
2/5/17,16307212.5,2787.5,1700,9592.477941
1/5/17,16304425,1062.5,1992.5,8182.898369
30/4/17,16303362.5,1887.5,1920,8491.334635
29/4/17,16301475,2575,1730,9422.817919
28/4/17,16298900,1287.5,2000,8149.45
27/4/17,16297612.5,1837.5,1892.5,8611.68428
26/4/17,16295775,2412.5,1687.5,9656.755556
25/4/17,16293362.5,1350,1967.5,8281.251588
24/4/17,16292012.5,1550,1807.5,9013.561549
23/4/17,16290462.5,2687.5,1742.5,9348.902439
22/4/17,16287775,1037.5,1955,8331.342711
21/4/17,16286737.5,2087.5,1865,8732.835121
20/4/17,16284650,2412.5,1692.5,9621.654357
19/4/17,16282237.5,1100,2020,8060.513614
18/4/17,16281137.5,1825,1777.5,9159.571027
17/4/17,16279312.5,2675,1670,9748.091317
16/4/17,16276637.5,875,2007.5,8107.914072
15/4/17,16275762.5,1875,1750,9300.435714
14/4/17,16273887.5,2787.5,1570,10365.53344
13/4/17,16271100,537.5,2040,7976.029412
12/4/17,16270562.5,1775,1805,9014.16205
11/4/17,16268787.5,3225,1645,9889.840426
10/4/17,16265562.5,700,2120,7672.435142
9/4/17,16264862.5,1987.5,1930,8427.389896
8/4/17,16262875,2912.5,1652.5,9841.376702
7/4/17,16259962.5,825,2095,7761.318616
6/4/17,16259137.5,1837.5,1832.5,8872.653479
5/4/17,16257300,2912.5,1690,9619.704142
4/4/17,16254387.5,675,2065,7871.374092
3/4/17,16253712.5,2200,1882.5,8634.110226
2/4/17,16251512.5,2700,1637.5,9924.587786
1/4/17,16248812.5,925,2100,7737.529762
31/3/17,16247887.5,1687.5,1817.5,8939.690509
30/3/17,16246200,2987.5,1665,9757.477477
29/3/17,16243212.5,787.5,2042.5,7952.613219
28/3/17,16242425,1937.5,1887.5,8605.258278
27/3/17,16240487.5,2812.5,1622.5,10009.54545
26/3/17,16237675,912.5,2050,7920.817073
25/3/17,16236762.5,1662.5,1887.5,8602.258278
24/3/17,16235100,2925,1722.5,9425.312046
23/3/17,16232175,1125,2025,8015.888889
22/3/17,16231050,1987.5,1902.5,8531.432326
21/3/17,16229062.5,2425,1730,9380.960983
20/3/17,16226637.5,1050,1987.5,8164.345912
19/3/17,16225587.5,2062.5,1885,8607.738727
18/3/17,16223525,2412.5,1782.5,9101.556802
17/3/17,16221112.5,1475,2007.5,8080.255293
16/3/17,16219637.5,1912.5,1905,8514.245407
15/3/17,16217725,2175,1785,9085.560224
14/3/17,16215550,1550,1932.5,8390.970246
13/3/17,16214000,1812.5,1867.5,8682.195448
12/3/17,16212187.5,2212.5,1822.5,8895.576132
11/3/17,16209975,1587.5,1905,8509.173228
10/3/17,16208387.5,1950,1875,8644.473333
9/3/17,16206437.5,1962.5,1815,8929.166667
8/3/17,16204475,1662.5,1897.5,8539.907773
7/3/17,16202812.5,1912.5,1830,8853.995902
6/3/17,16200900,2000,1767.5,9165.997171
5/3/17,16198900,1612.5,1885,8593.580902
4/3/17,16197287.5,1650,1822.5,8887.400549
3/3/17,16195637.5,2250,1782.5,9085.911641
2/3/17,16193387.5,1600,1882.5,8602.065073
1/3/17,16191787.5,1800,1872.5,8647.149533
28/2/17,16189987.5,2112.5,2217.5,7301.009019
27/2/17,16187875,1600,1965,8238.104326
26/2/17,16186275,3975,2012.5,8042.869565
25/2/17,16182300,337.5,2225,7272.94382
24/2/17,16181962.5,2037.5,1990,8131.639447
23/2/17,16179925,3175,1540,10506.44481
22/2/17,16176750,425,2152.5,7515.33101
21/2/17,16176325,1725,1770,9139.166667
20/2/17,16174600,3400,1512.5,10693.95041
19/2/17,16171200,125,2132.5,7583.212192
18/2/17,16171075,1887.5,1837.5,8800.585034
17/2/17,16169187.5,3525,1505,10743.64618
16/2/17,16165662.5,250,2195,7364.766515
15/2/17,16165412.5,1737.5,1932.5,8365.025873
14/2/17,16163675,3575,1577.5,10246.38669
13/2/17,16160100,575,2170,7447.050691
12/2/17,16159525,1750,1895,8527.453826
11/2/17,16157775,3212.5,1602.5,10082.85491
10/2/17,16154562.5,362.5,2097.5,7701.81764
9/2/17,16154200,2112.5,1880,8592.659574
8/2/17,16152087.5,3050,1550,10420.70161
7/2/17,16149037.5,662.5,2137.5,7555.105263
6/2/17,16148375,1562.5,1812.5,8909.448276
5/2/17,16146812.5,3300,1575,10251.94444
4/2/17,16143512.5,487.5,2082.5,7751.986795
3/2/17,16143025,1862.5,2002.5,8061.435705
2/2/17,16141162.5,3200,1705,9466.957478
1/2/17,16137962.5,1162.5,2130,7576.508216
31/1/17,16136800,1812.5,2012.5,8018.285714
30/1/17,16134987.5,2612.5,1752.5,9206.840228
29/1/17,16132375,1275,1987.5,8116.918239
28/1/17,16131100,1900,1970,8188.375635
27/1/17,16129200,2337.5,1820,8862.197802
26/1/17,16126862.5,1725,1947.5,8280.802311
25/1/17,16125137.5,1862.5,1902.5,8475.762155
24/1/17,16123275,1912.5,2205,7312.142857
23/1/17,16121362.5,1675,1977.5,8152.395702
22/1/17,16119687.5,3850,2077.5,7759.175692
21/1/17,16115837.5,587.5,2215,7275.773138
20/1/17,16115250,2362.5,2170,7426.382488
19/1/17,16112887.5,2600,1795,8976.538997
18/1/17,16110287.5,1450,2107.5,7644.264531
17/1/17,16108837.5,1975,2045,7877.182152
16/1/17,16106862.5,2150,2225,7239.039326
15/1/17,16104712.5,2050,2040,7894.466912
14/1/17,16102662.5,3500,2075,7760.319277
13/1/17,16099162.5,525,2220,7251.875
12/1/17,16098637.5,2150,2017.5,7979.498141
11/1/17,16096487.5,2875,1657.5,9711.304676
10/1/17,16093612.5,1037.5,2110,7627.304502
9/1/17,16092575,1700,1885,8537.175066
8/1/17,16090875,2787.5,1712.5,9396.131387
7/1/17,16088087.5,1025,2002.5,8034.001248
6/1/17,16087062.5,2012.5,1897.5,8478.030303
5/1/17,16085050,2487.5,1750,9191.457143
4/1/17,16082562.5,1175,2002.5,8031.242197
3/1/17,16081387.5,2050,1930,8332.32513
2/1/17,16079337.5,2287.5,1802.5,8920.575589
1/1/17,16077050,1650,1975,8140.278481
31/12/16,16075400,1850,1925,8350.857143
30/12/16,16073550,2037.5,2225,7224.067416
29/12/16,16071512.5,1800,1937.5,8294.974194
28/12/16,16069712.5,3787.5,1922.5,8358.758127
27/12/16,16065925,212.5,2227.5,7212.536476
26/12/16,16065712.5,1775,1910,8411.367801
25/12/16,16063937.5,3562.5,1532.5,10482.17781
24/12/16,16060375,212.5,2180,7367.144495
23/12/16,16060162.5,1900,1930,8321.32772
22/12/16,16058262.5,3450,1562.5,10277.288
21/12/16,16054812.5,525,2182.5,7356.15693
20/12/16,16054287.5,1725,1870,8585.180481
19/12/16,16052562.5,3312.5,1540,10423.74188
18/12/16,16049250,337.5,1767.5,9080.19802
17/12/16,16048912.5,1800,1767.5,9080.007072
16/12/16,16047112.5,1662.5,1425,11261.13158
15/12/16,16045450,1725,2140,7497.873832
14/12/16,16043725,1600,1442.5,11122.16638
13/12/16,16042125,3912.5,1967.5,8153.557814
