Date,Value,f,f5,s2f
27/5/15,14210275,8750,2625,5413.438095
26/5/15,14201525,-1825,3565,3983.597475
25/5/15,14203350,3375,4060,3498.362069
24/5/15,14199975,3600,2335,6081.359743
23/5/15,14196375,6400,3410,4163.159824
22/5/15,14189975,125,4310,3292.337587
21/5/15,14189850,3550,3490,4065.859599
20/5/15,14186300,7875,2890,4908.754325
19/5/15,14178425,-500,4605,3078.919653
18/5/15,14178925,3400,3705,3826.97031
17/5/15,14175525,8700,2770,5117.518051
16/5/15,14166825,-950,4830,2933.090062
15/5/15,14167775,3200,3715,3813.667564
14/5/15,14164575,9800,2785,5086.023339
13/5/15,14154775,-2175,4955,2856.664985
12/5/15,14156950,4050,3870,3658.126615
11/5/15,14152900,9900,2555,5539.295499
10/5/15,14143000,-2225,3620,3906.906077
9/5/15,14145225,3225,4320,3274.357639
8/5/15,14142000,3150,2375,5954.526316
7/5/15,14138850,7550,3535,3999.674682
6/5/15,14131300,175,4470,3161.364653
5/5/15,14131125,3575,3690,3829.573171
4/5/15,14127550,7900,2870,4922.491289
3/5/15,14119650,-750,4660,3029.967811
2/5/15,14120400,3450,3590,3933.259053
1/5/15,14116950,9125,2675,5277.364486
30/4/15,14107825,-1775,3470,4065.65562
29/4/15,14109600,3325,4135,3412.237001
28/4/15,14106275,3225,2430,5805.05144
27/4/15,14103050,6775,3530,3995.1983
26/4/15,14096275,600,4305,3274.396051
25/4/15,14095675,3725,3590,3926.371866
24/4/15,14091950,7200,2925,4817.760684
23/4/15,14084750,-350,4530,3109.216336
22/4/15,14085100,3450,3570,3945.406162
21/4/15,14081650,8625,2960,4757.314189
20/4/15,14073025,-1075,4755,2959.626709
19/4/15,14074100,4150,3685,3819.294437
18/4/15,14069950,8625,2630,5349.790875
17/4/15,14061325,-1900,3535,3977.743989
16/4/15,14063225,3350,4045,3476.693449
15/4/15,14059875,3450,2385,5895.125786
14/4/15,14056425,6700,3470,4050.842939
13/4/15,14049725,325,4365,3218.722795
12/4/15,14049400,3525,3475,4042.992806
11/4/15,14045875,7825,2845,4937.038664
10/4/15,14038050,-1000,4635,3028.705502
9/4/15,14039050,3550,3385,4147.429838
8/4/15,14035500,9275,2615,5367.304015
7/4/15,14026225,-2725,3460,4053.822254
6/4/15,14028950,3975,4225,3320.461538
5/4/15,14024975,3225,2420,5795.444215
4/4/15,14021750,7375,3720,3769.287634
3/4/15,14014375,250,4465,3138.717805
2/4/15,14014125,3775,3725,3762.181208
1/4/15,14010350,7700,2995,4677.913189
31/3/15,14002650,-475,4630,3024.330454
30/3/15,14003125,3725,3655,3831.22435
29/3/15,13999400,8425,2865,4886.352531
28/3/15,13990975,-1100,4750,2945.468421
27/3/15,13992075,3750,3820,3662.846859
26/3/15,13988325,8950,2965,4717.816189
25/3/15,13979375,-925,4865,2873.458376
24/3/15,13980300,4150,4030,3469.057072
23/3/15,13976150,8400,2905,4811.067126
22/3/15,13967750,-425,4820,2897.873444
21/3/15,13968175,3325,3680,3795.699728
20/3/15,13964850,8650,2715,5143.59116
19/3/15,13956200,-1550,3505,3981.797432
18/3/15,13957750,3575,4065,3433.640836
17/3/15,13954175,3525,2480,5626.683468
16/3/15,13950650,6125,3525,3957.631206
15/3/15,13944525,725,4220,3304.38981
14/3/15,13943800,3675,3470,4018.386167
13/3/15,13940125,7050,2910,4790.420962
12/3/15,13933075,-225,4535,3072.342889
11/3/15,13933300,3325,3615,3854.301521
10/3/15,13929975,8850,2865,4862.120419
9/3/15,13921125,-925,4795,2903.258603
8/3/15,13922050,3300,3730,3732.453083
7/3/15,13918750,9425,2750,5061.363636
6/3/15,13909325,-2000,3505,3968.42368
5/3/15,13911325,3950,4265,3261.740914
4/3/15,13907375,2850,2515,5529.771372
3/3/15,13904525,7100,3665,3793.867667
2/3/15,13897425,675,4350,3194.810345
1/3/15,13896750,3750,3730,3725.670241
28/2/15,13893000,7375,3100,4481.612903
27/2/15,13885625,-250,4600,3018.61413
26/2/15,13885875,3950,3715,3737.786003
25/2/15,13881925,8175,2930,4737.858362
24/2/15,13873750,-675,4765,2911.594963
23/2/15,13874425,3450,3630,3822.155647
22/2/15,13870975,8925,2685,5166.098696
21/2/15,13862050,-1725,4825,2872.963731
20/2/15,13863775,3450,3780,3667.665344
19/2/15,13860325,10025,2800,4950.116071
18/2/15,13850300,-1775,5065,2734.511352
17/2/15,13852075,4025,4020,3445.789801
16/2/15,13848050,9600,2685,5157.560521
15/2/15,13838450,-1775,3845,3599.076723
14/2/15,13840225,3350,4210,3287.464371
13/2/15,13836875,4025,2500,5534.75
12/2/15,13832850,5850,3605,3837.128988
11/2/15,13827000,1050,4320,3200.694444
10/2/15,13825950,3750,3655,3782.749658
9/2/15,13822200,6925,3125,4423.104
8/2/15,13815275,700,4565,3026.347207
7/2/15,13814575,3200,3900,3542.198718
6/2/15,13811375,8250,3250,4249.653846
5/2/15,13803125,425,4625,2984.459459
4/2/15,13802700,3675,3950,3494.35443
3/2/15,13799025,7575,3035,4546.630972
2/2/15,13791450,-175,4695,2937.476038
1/2/15,13791625,3675,3840,3591.56901
31/1/15,13787950,8725,3020,4565.546358
30/1/15,13779225,-600,4930,2794.974645
29/1/15,13779825,3475,3960,3479.753788
28/1/15,13776350,9375,2940,4685.833333
27/1/15,13766975,-1175,3695,3725.838972
26/1/15,13768150,3625,4200,3278.130952
25/1/15,13764525,3175,2360,5832.425847
24/1/15,13761350,6000,3215,4280.357698
23/1/15,13755350,175,4205,3271.189061
22/1/15,13755175,3100,3290,4180.904255
21/1/15,13752075,8575,2690,5112.295539
20/1/15,13743500,-1400,4670,2942.933619
19/1/15,13744900,3000,3555,3866.357243
18/1/15,13741900,10075,3270,4202.415902
17/1/15,13731825,-2475,3550,3868.119718
16/1/15,13734300,7150,4410,3114.353741
15/1/15,13727150,0,2385,5755.618449
14/1/15,13727150,7300,3405,4031.468429
13/1/15,13719850,-50,3800,3610.486842
12/1/15,13719900,2625,3530,3886.657224
11/1/15,13717275,9125,2775,4943.162162
10/1/15,13708150,-1350,4695,2919.733759
9/1/15,13709500,3525,3695,3710.284168
8/1/15,13705975,9550,2610,5251.331418
7/1/15,13696425,-2375,5045,2714.851338
6/1/15,13698800,3700,3800,3604.947368
5/1/15,13695100,10825,2720,5034.963235
4/1/15,13684275,-2700,5265,2599.102564
3/1/15,13686975,4150,4075,3358.766871
2/1/15,13682825,10350,2740,4993.731752
1/1/15,13672475,-2250,5290,2584.588847
31/12/14,13674725,4150,3955,3457.579014
30/12/14,13670575,10050,2730,5007.53663
29/12/14,13660525,-2525,5215,2619.467881
28/12/14,13663050,4225,3985,3428.619824
27/12/14,13658825,10175,2695,5068.209647
26/12/14,13648650,-2000,5185,2632.333655
25/12/14,13650650,3600,3955,3451.491783
24/12/14,13647050,9925,2730,4998.919414
23/12/14,13637125,-1925,3775,3612.483444
22/12/14,13639050,4050,4405,3096.265607
21/12/14,13635000,3225,2500,5454
20/12/14,13631775,6750,3505,3889.236805
19/12/14,13625025,400,4375,3114.291429
18/12/14,13624625,3100,3380,4030.954142
17/12/14,13621525,8400,2695,5054.369202
16/12/14,13613125,-1750,3380,4027.551775
15/12/14,13614875,3325,4105,3316.656516
14/12/14,13611550,3825,2455,5544.419552
13/12/14,13607725,6725,3515,3871.330014
12/12/14,13601000,150,4475,3039.329609
11/12/14,13600850,3550,3630,3746.790634
10/12/14,13597300,8125,2980,4562.852349
9/12/14,13589175,-400,4710,2885.175159
8/12/14,13589575,3475,3600,3774.881944
7/12/14,13586100,8800,2700,5031.888889
6/12/14,13577300,-2000,3530,3846.260623
5/12/14,13579300,3625,4110,3303.965937
4/12/14,13575675,3750,2420,5609.783058
3/12/14,13571925,6375,3530,3844.73796
2/12/14,13565550,350,4375,3100.697143
1/12/14,13565200,3550,3550,3821.183099
30/11/14,13561650,7850,3030,4475.792079
29/11/14,13553800,-375,4635,2924.228695
28/11/14,13554175,3775,3680,3683.199728
27/11/14,13550400,8375,2825,4796.60177
26/11/14,13542025,-1225,4770,2838.998952
25/11/14,13543250,3575,3560,3804.283708
24/11/14,13539675,9350,2590,5227.673745
23/11/14,13530325,-2275,3625,3732.503448
22/11/14,13532600,3525,4190,3229.73747
21/11/14,13529075,3950,2345,5769.328358
20/11/14,13525125,6400,3485,3880.954089
19/11/14,13518725,125,4380,3086.466895
18/11/14,13518600,3425,3500,3862.457143
17/11/14,13515175,8000,2945,4589.193548
16/11/14,13507175,-450,4625,2920.47027
15/11/14,13507625,3625,3715,3635.969044
14/11/14,13504000,8525,2845,4746.572935
13/11/14,13495475,-1125,4735,2850.153115
12/11/14,13496600,3650,3590,3759.498607
11/11/14,13492950,9000,2675,5044.093458
10/11/14,13483950,-2100,4860,2774.475309
9/11/14,13486050,3950,3645,3699.876543
8/11/14,13482100,9800,2565,5256.179337
7/11/14,13472300,-2425,3710,3631.347709
6/11/14,13474725,3600,4360,3090.533257
5/11/14,13471125,3625,2580,5221.366279
4/11/14,13467500,7200,5245,2567.683508
3/11/14,13460300,900,3940,3416.319797
2/11/14,13459400,10900,4015,3352.278954
1/11/14,13448500,-2925,4700,2861.382979
31/10/14,13451425,4000,4200,3202.720238
30/10/14,13447425,10625,2740,4907.819343
29/10/14,13436800,-1600,5240,2564.274809
28/10/14,13438400,3600,4020,3342.885572
27/10/14,13434800,9575,2545,5278.899804
26/10/14,13425225,-2100,4980,2695.828313
25/10/14,13427325,3250,3720,3609.495968
24/10/14,13424075,10575,2520,5327.013889
23/10/14,13413500,-2700,3795,3534.519104
22/10/14,13416200,3575,4485,2991.348941
21/10/14,13412625,4275,2420,5542.407025
20/10/14,13408350,6700,3630,3693.760331
19/10/14,13401650,250,4540,2951.905286
18/10/14,13401400,3350,3575,3748.643357
17/10/14,13398050,8125,2985,4488.458961
16/10/14,13389925,-550,4685,2858.041622
15/10/14,13390475,3750,3700,3619.047297
14/10/14,13386725,8750,2840,4713.635563
13/10/14,13377975,-1575,4880,2741.38832
12/10/14,13379550,3825,3655,3660.615595
11/10/14,13375725,9650,2700,4953.972222
10/10/14,13366075,-2375,3725,3588.208054
9/10/14,13368450,3975,4225,3164.130178
8/10/14,13364475,3550,2440,5477.243852
7/10/14,13360925,6325,3715,3596.480485
6/10/14,13354600,725,4385,3045.518814
5/10/14,13353875,4000,3815,3500.360419
4/10/14,13349875,7325,3255,4101.344086
3/10/14,13342550,700,4585,2910.043621
2/10/14,13341850,3525,3775,3534.264901
1/10/14,13338325,7375,3070,4344.73127
30/9/14,13330950,-50,4515,2952.591362
29/9/14,13331000,3800,3610,3692.797784
28/9/14,13327200,7925,2775,4802.594595
27/9/14,13319275,-1000,4710,2827.87155
26/9/14,13320275,3200,3595,3705.222531
25/9/14,13317075,9625,2825,4714.00885
24/9/14,13307450,-1775,5005,2658.831169
23/9/14,13309225,4075,3925,3390.88535
22/9/14,13305150,9900,2875,4627.878261
21/9/14,13295250,-2200,5195,2559.239654
20/9/14,13297450,4375,4090,3251.210269
19/9/14,13293075,9825,3035,4379.925865
18/9/14,13283250,-1450,5250,2530.142857
17/9/14,13284700,4625,4390,3026.127563
16/9/14,13280075,8875,3165,4195.916272
15/9/14,13271200,75,5095,2604.749755
14/9/14,13271125,3700,4265,3111.635404
13/9/14,13267425,8200,3295,4026.532625
12/9/14,13259225,475,4770,2779.71174
11/9/14,13258750,4025,4130,3210.35109
10/9/14,13254725,7450,3150,4207.849206
9/9/14,13247275,500,4700,2818.569149
8/9/14,13246775,3300,3835,3454.178618
7/9/14,13243475,8225,3185,4158.076923
6/9/14,13235250,-300,4780,2768.880753
5/9/14,13235550,4200,4005,3304.756554
4/9/14,13231350,8475,3155,4193.771791
3/9/14,13222875,-575,4910,2693.049898
2/9/14,13223450,3975,3840,3443.606771
1/9/14,13219475,8475,3120,4237.011218
31/8/14,13211000,-1150,4895,2698.876404
30/8/14,13212150,4875,4130,3199.067797
29/8/14,13207275,8300,4790,2757.259916
28/8/14,13198975,150,4375,3016.908571
27/8/14,13198825,11775,4230,3120.289598
26/8/14,13187050,-3225,3240,4070.07716
25/8/14,13190275,4150,4755,2773.980021
24/8/14,13186125,3350,2460,5360.213415
23/8/14,13182775,7725,3910,3371.553708
22/8/14,13175050,300,4580,2876.648472
21/8/14,13174750,4025,4040,3261.076733
20/8/14,13170725,7500,4870,2704.460986
19/8/14,13163225,650,4340,3033.001152
18/8/14,13162575,11875,4360,3018.93922
17/8/14,13150700,-2350,4850,2711.484536
16/8/14,13153050,4125,4400,2989.329545
15/8/14,13148925,9950,2875,4573.53913
14/8/14,13138975,-1600,5200,2526.725962
13/8/14,13140575,4250,4210,3121.276722
12/8/14,13136325,9275,3130,4196.908946
11/8/14,13127050,-825,5135,2556.387537
10/8/14,13127875,4550,4360,3010.980505
9/8/14,13123325,8425,3310,3964.750755
8/8/14,13114900,375,4990,2628.236473
7/8/14,13114525,4025,4115,3187.00486
6/8/14,13110500,7575,3090,4242.880259
5/8/14,13102925,175,4690,2793.80064
4/8/14,13102750,3300,3645,3594.718793
3/8/14,13099450,8375,2975,4403.176471
2/8/14,13091075,-1200,4820,2715.990664
1/8/14,13092275,4225,3815,3431.788991
31/7/14,13088050,9400,3015,4340.978441
30/7/14,13078650,-1725,5145,2542.011662
29/7/14,13080375,4375,3835,3410.788787
28/7/14,13076000,9450,2760,4737.681159
27/7/14,13066550,-2325,5130,2547.08577
26/7/14,13068875,4025,3715,3517.866756
25/7/14,13064850,10125,2570,5083.599222
24/7/14,13054725,-2700,3765,3467.390438
23/7/14,13057425,3725,4380,2981.14726
22/7/14,13053700,3650,2395,5450.39666
21/7/14,13050050,7100,3785,3447.833554
20/7/14,13042950,200,4565,2857.163198
19/7/14,13042750,4250,3965,3289.470366
18/7/14,13038500,7625,3400,3834.852941
17/7/14,13030875,650,4750,2743.342105
16/7/14,13030225,4275,4025,3237.322981
15/7/14,13025950,6950,3225,4039.054264
14/7/14,13019000,625,4615,2821.018418
13/7/14,13018375,3625,3835,3394.621904
12/7/14,13014750,7600,3195,4073.474178
11/7/14,13007150,375,4655,2794.232009
10/7/14,13006775,3750,3910,3326.540921
9/7/14,13003025,7925,3200,4063.445313
8/7/14,12995100,-100,4695,2767.859425
7/7/14,12995200,4050,3815,3406.343381
6/7/14,12991150,7850,2990,4344.866221
5/7/14,12983300,-650,4720,2750.699153
4/7/14,12983950,3800,3665,3542.687585
3/7/14,12980150,8550,2790,4652.383513
2/7/14,12971600,-1225,4840,2680.082645
1/7/14,12972825,3475,3475,3733.18705
30/6/14,12969350,9600,2635,4921.954459
29/6/14,12959750,-3025,5025,2579.054726
28/6/14,12962775,4350,4055,3196.738594
27/6/14,12958425,10725,2990,4333.921405
26/6/14,12947700,-1375,5375,2408.874419
25/6/14,12949075,4275,4645,2787.744887
24/6/14,12944800,8900,4755,2722.355415
23/6/14,12935900,700,4530,2855.607064
22/6/14,12935200,11275,4620,2799.82684
21/6/14,12923925,-2500,4830,2675.76087
20/6/14,12926425,4725,4380,2951.238584
19/6/14,12921700,9950,2975,4343.428571
18/6/14,12911750,-1550,5345,2415.668849
17/6/14,12913300,4250,4435,2911.67982
16/6/14,12909050,9350,4820,2678.226141
15/6/14,12899700,175,4565,2825.783133
14/6/14,12899525,11875,4555,2831.948408
13/6/14,12887650,-2825,4840,2662.737603
12/6/14,12890475,4200,4155,3102.400722
11/6/14,12886275,10775,2665,4835.375235
10/6/14,12875500,-3250,3910,3292.966752
9/6/14,12878750,4425,4515,2852.436323
8/6/14,12874325,3400,2430,5298.076132
7/6/14,12870925,7225,3820,3369.352094
6/6/14,12863700,350,4500,2858.6
5/6/14,12863350,3700,3895,3302.528883
4/6/14,12859650,7825,4735,2715.871172
3/6/14,12851825,375,4215,3049.068802
2/6/14,12851450,11425,4370,2940.83524
1/6/14,12840025,-2250,4675,2746.529412
31/5/14,12842275,4475,4305,2983.106852
30/5/14,12837800,9350,2675,4799.17757
29/5/14,12828450,-1475,5125,2503.112195
28/5/14,12829925,3275,3760,3412.214096
27/5/14,12826650,10000,2735,4689.817185
26/5/14,12816650,-2350,5050,2537.950495
25/5/14,12819000,4225,3970,3228.967254
24/5/14,12814775,10100,2760,4643.03442
23/5/14,12804675,-2125,5300,2415.976415
22/5/14,12806800,3950,4110,3116.009732
21/5/14,12802850,10350,2985,4289.061977
20/5/14,12792500,-1725,5390,2373.376623
19/5/14,12794225,4475,4275,2992.80117
18/5/14,12789750,9900,3120,4099.278846
17/5/14,12779850,-1625,5285,2418.136235
16/5/14,12781475,4575,4310,2965.539443
15/5/14,12776900,9100,3080,4148.344156
14/5/14,12767800,-400,5145,2481.59378
13/5/14,12768200,3750,4125,3095.321212
12/5/14,12764450,8700,3135,4071.594896
11/5/14,12755750,-525,4940,2582.135628
10/5/14,12756275,4150,4180,3051.740431
9/5/14,12752125,8625,3220,3960.287267
8/5/14,12743500,-50,5005,2546.153846
7/5/14,12743550,3900,4240,3005.554245
6/5/14,12739650,8400,3140,4057.213376
5/5/14,12731250,325,4870,2614.219713
4/5/14,12730925,3125,3850,3306.733766
3/5/14,12727800,8600,3020,4214.503311
2/5/14,12719200,-1200,4820,2638.838174
1/5/14,12720400,4250,3900,3261.641026
30/4/14,12716150,9325,2970,4281.531987
29/4/14,12706825,-1475,5195,2445.972089
28/4/14,12708300,3950,4025,3157.341615
27/4/14,12704350,9925,3050,4165.360656
26/4/14,12694425,-1600,5310,2390.663842
25/4/14,12696025,4450,4110,3089.057178
24/4/14,12691575,9825,3000,4230.525
23/4/14,12681750,-2050,5300,2392.783019
22/4/14,12683800,4375,4085,3104.9694
21/4/14,12679425,9900,2970,4269.166667
20/4/14,12669525,-1625,5350,2368.135514
19/4/14,12671150,4250,4100,3090.52439
18/4/14,12666900,9850,2990,4236.421405
17/4/14,12657050,-1875,5310,2383.625235
16/4/14,12658925,4350,4185,3024.832736
15/4/14,12654575,9975,3125,4049.464
14/4/14,12644600,-1375,5285,2392.544939
13/4/14,12645975,4550,4425,2857.847458
12/4/14,12641425,8925,3175,3981.551181
11/4/14,12632500,50,5110,2472.113503
10/4/14,12632450,3725,4140,3051.316425
9/4/14,12628725,8300,3135,4028.301435
8/4/14,12620425,-300,4880,2586.152664
7/4/14,12620725,3900,3820,3303.854712
6/4/14,12616825,8775,3055,4129.893617
5/4/14,12608050,-1575,4920,2562.611789
4/4/14,12609625,4475,4380,2878.909817
3/4/14,12605150,9025,4810,2620.613306
2/4/14,12596125,1200,4760,2646.244748
1/4/14,12594925,10925,4705,2676.923486
31/3/14,12584000,-1825,4835,2602.688728
30/3/14,12585825,4200,4260,2954.419014
29/3/14,12581625,9675,2990,4207.901338
28/3/14,12571950,-1675,5185,2424.676953
27/3/14,12573625,4575,4140,3037.107488
26/3/14,12569050,9150,2960,4246.300676
25/3/14,12559900,-1025,5195,2417.690087
24/3/14,12560925,3775,4400,2854.755682
23/3/14,12557150,9500,4890,2567.924335
22/3/14,12547650,600,4560,2751.677632
21/3/14,12547050,11600,4640,2704.105603
20/3/14,12535450,-2675,4795,2614.275287
19/3/14,12538125,4175,4120,3043.234223
18/3/14,12533950,10275,2690,4659.460967
17/3/14,12523675,-2775,5285,2369.664144
16/3/14,12526450,4450,4055,3089.136868
15/3/14,12522000,10300,2695,4646.382189
14/3/14,12511700,-1975,5430,2304.180479
13/3/14,12513675,3475,4045,3093.615575
12/3/14,12510200,10900,2825,4428.389381
11/3/14,12499300,-2475,5325,2347.286385
10/3/14,12501775,4200,4170,2998.027578
9/3/14,12497575,10525,2865,4362.155323
8/3/14,12487050,-2300,5420,2303.883764
7/3/14,12489350,4375,4165,2998.643457
6/3/14,12484975,10300,2865,4357.757417
5/3/14,12474675,-2075,4020,3103.152985
4/3/14,12476750,4025,4440,2810.078829
3/3/14,12472725,3475,2540,4910.521654
2/3/14,12469250,6475,5285,2359.366131
1/3/14,12462775,800,3830,3253.988251
28/2/14,12461975,11650,4045,3080.834363
27/2/14,12450325,-3250,4955,2512.679112
26/2/14,12453575,4550,4345,2866.18527
25/2/14,12449025,11025,2925,4256.076923
24/2/14,12438000,-2250,5565,2235.040431
23/2/14,12440250,4550,4395,2830.546075
22/2/14,12435700,9950,3030,4104.191419
21/2/14,12425750,-1300,5325,2333.474178
20/2/14,12427050,4200,4380,2837.226027
19/2/14,12422850,9225,3225,3852.046512
18/2/14,12413625,-175,5125,2422.170732
17/2/14,12413800,4175,4440,2795.900901
16/2/14,12409625,8200,4875,2545.564103
15/2/14,12401425,775,4485,2765.089186
14/2/14,12400650,11400,4550,2725.417582
13/2/14,12389250,-2125,4805,2578.407908
12/2/14,12391375,4500,4425,2800.310734
11/2/14,12386875,9475,2910,4256.658076
10/2/14,12377400,-1125,5160,2398.72093
9/2/14,12378525,3825,4065,3045.147601
8/2/14,12374700,9125,2995,4131.786311
7/2/14,12365575,-975,4995,2475.590591
6/2/14,12366550,4125,4145,2983.486128
5/2/14,12362425,8875,4760,2597.148109
4/2/14,12353550,-425,4330,2853.013857
3/2/14,12353975,12200,4395,2810.915813
2/2/14,12341775,-3125,4680,2637.13141
1/2/14,12344900,4450,4610,2677.852495
31/1/14,12340450,10300,2970,4155.03367
30/1/14,12330150,-775,5330,2313.348968
29/1/14,12330925,4000,4325,2851.080925
28/1/14,12326925,8675,3070,4015.285016
27/1/14,12318250,-575,4955,2486.024218
26/1/14,12318825,4025,4000,3079.70625
25/1/14,12314800,8650,4850,2539.134021
24/1/14,12306150,-775,4250,2895.564706
23/1/14,12306925,12925,4395,2800.210466
22/1/14,12294000,-3575,4795,2563.920751
21/1/14,12297575,4750,4595,2676.294886
20/1/14,12292825,10650,2930,4195.503413
19/1/14,12282175,-1775,5365,2289.315005
18/1/14,12283950,4600,4275,2873.438596
17/1/14,12279350,8600,4590,2675.239651
16/1/14,12270750,-700,4355,2817.623421
15/1/14,12271450,12225,4205,2918.299643
14/1/14,12259225,-2950,4655,2633.560687
13/1/14,12262175,3850,4590,2671.497821
12/1/14,12258325,10850,4670,2624.908994
11/1/14,12247475,-1025,4780,2562.233264
10/1/14,12248500,12625,4915,2492.065107
9/1/14,12235875,-2400,4665,2622.909968
8/1/14,12238275,4525,4870,2512.992813
7/1/14,12233750,9600,3230,3787.5387
6/1/14,12224150,0,5190,2355.327553
5/1/14,12224150,4425,4445,2750.089989
4/1/14,12219725,7400,4715,2591.670201
3/1/14,12212325,800,4070,3000.571253
2/1/14,12211525,10950,4185,2917.927121
1/1/14,12200575,-3225,4665,2615.34298
31/12/13,12203800,5000,4360,2799.036697
30/12/13,12198800,9800,2920,4177.671233
29/12/13,12189000,-725,5290,2304.15879
28/12/13,12189725,3750,4260,2861.437793
27/12/13,12185975,8625,4625,2634.805405
26/12/13,12177350,-150,4200,2899.369048
25/12/13,12177500,11625,4280,2845.21028
24/12/13,12165875,-2850,4600,2644.755435
23/12/13,12168725,4150,4210,2890.433492
22/12/13,12164575,10225,2700,4505.398148
21/12/13,12154350,-2100,5185,2344.136933
20/12/13,12156450,4075,4530,2683.543046
19/12/13,12152375,9575,4690,2591.124733
18/12/13,12142800,875,4940,2458.05668
17/12/13,12141925,11025,6690,1814.936472
16/12/13,12130900,-850,4065,2984.231242
15/12/13,12131750,12825,4890,2480.93047
14/12/13,12118925,-3550,4735,2559.435058
13/12/13,12122475,5000,4515,2684.933555
12/12/13,12117475,10250,2740,4422.436131
11/12/13,12107225,-1950,5345,2265.149673
10/12/13,12109175,3950,4430,2733.448081
9/12/13,12105225,9475,4675,2589.352941
8/12/13,12095750,425,4625,2615.297297
7/12/13,12095325,11475,4890,2473.481595
6/12/13,12083850,-2200,4760,2538.62395
5/12/13,12086050,5275,4650,2599.150538
4/12/13,12080775,8825,4645,2600.812702
3/12/13,12071950,-125,4560,2647.357456
2/12/13,12072075,11450,4480,2694.659598
1/12/13,12060625,-2625,4620,2610.524892
30/11/13,12063250,4875,4465,2701.735722
29/11/13,12058375,9525,3085,3908.711507
28/11/13,12048850,-900,5220,2308.208812
27/11/13,12049750,4550,4285,2812.077013
26/11/13,12045200,8050,4680,2573.760684
25/11/13,12037150,200,4320,2786.377315
24/11/13,12036950,11500,4220,2852.35782
23/11/13,12025450,-2700,4635,2594.487594
22/11/13,12028150,4050,4140,2905.350242
21/11/13,12024100,10125,2655,4528.851224
20/11/13,12013975,-2275,5125,2344.190244
19/11/13,12016250,4075,3980,3019.158291
18/11/13,12012175,9650,2920,4113.758562
17/11/13,12002525,-1675,5115,2346.534702
16/11/13,12004200,4825,4355,2756.41791
15/11/13,11999375,8700,4685,2561.232657
14/11/13,11990675,275,4545,2638.212321
13/11/13,11990400,11300,4525,2649.812155
12/11/13,11979100,-2375,4625,2590.075676
11/11/13,11981475,4725,4545,2636.188119
10/11/13,11976750,9200,2995,3998.914858
9/11/13,11967550,-125,5020,2383.974104
8/11/13,11967675,3550,3960,3022.140152
7/11/13,11964125,7750,4535,2638.175303
6/11/13,11956375,-575,3805,3142.279895
5/11/13,11956950,12075,4095,2919.89011
4/11/13,11944875,-3775,4565,2616.62103
3/11/13,11948650,5000,4725,2528.814815
2/11/13,11943650,10100,4550,2624.978022
1/11/13,11933550,225,5060,2358.409091
31/10/13,11933325,11200,5040,2367.723214
30/10/13,11922125,-1225,4570,2608.780088
29/10/13,11923350,4900,4655,2561.407089
28/10/13,11918450,7750,4605,2588.15418
27/10/13,11910700,650,4540,2623.502203
26/10/13,11910050,10950,6155,1935.020309
25/10/13,11899100,-1550,4255,2796.498237
24/10/13,11900650,12975,6790,1752.673049
23/10/13,11887675,-1750,4235,2807.007084
22/10/13,11889425,13325,7180,1655.908774
21/10/13,11876100,-1825,4035,2943.271375
20/10/13,11877925,13175,5480,2167.504562
19/10/13,11864750,-2750,4610,2573.698482
18/10/13,11867500,5475,4940,2402.327935
17/10/13,11862025,8975,4670,2540.04818
16/10/13,11853050,-175,5190,2283.824663
15/10/13,11853225,11825,6510,1820.771889
14/10/13,11841400,-150,4735,2500.823654
13/10/13,11841550,12075,7040,1682.038352
12/10/13,11829475,100,4275,2767.128655
11/10/13,11829375,11350,5280,2240.411932
10/10/13,11818025,-2000,4585,2577.540894
9/10/13,11820025,4875,4540,2603.529736
8/10/13,11815150,8600,4540,2602.455947
7/10/13,11806550,-125,4445,2656.141732
6/10/13,11806675,11350,4525,2609.209945
5/10/13,11795325,-2475,4550,2592.379121
4/10/13,11797800,5275,4760,2478.529412
3/10/13,11792525,8725,4685,2517.08111
2/10/13,11783800,925,4830,2439.710145
1/10/13,11782875,10975,4595,2564.281828
30/9/13,11771900,-1750,4655,2528.87218
29/9/13,11773650,4100,4360,2700.37844
28/9/13,11769550,9025,4570,2575.393873
27/9/13,11760525,-550,4250,2767.182353
26/9/13,11761075,12025,4500,2613.572222
25/9/13,11749050,-3350,4585,2562.497274
24/9/13,11752400,5350,4915,2391.129196
23/9/13,11747050,9450,4530,2593.16777
22/9/13,11737600,1100,5145,2281.360544
21/9/13,11736500,10100,6410,1830.967239
20/9/13,11726400,-275,4125,2842.763636
19/9/13,11726675,11675,4660,2516.453863
18/9/13,11715000,-1975,4525,2588.950276
17/9/13,11716975,3775,4425,2647.903955
16/9/13,11713200,9425,4530,2585.695364
15/9/13,11703775,-775,4480,2612.449777
14/9/13,11704550,12200,6415,1824.559626
13/9/13,11692350,-2225,3930,2975.152672
12/9/13,11694575,13450,5090,2297.558939
11/9/13,11681125,-3000,4490,2601.58686
10/9/13,11684125,5025,4990,2341.508016
9/9/13,11679100,9200,4530,2578.16777
8/9/13,11669900,275,4460,2616.569507
7/9/13,11669625,11150,4405,2649.177072
6/9/13,11658475,-3350,4510,2585.027716
5/9/13,11661825,4750,4195,2779.934446
4/9/13,11657075,9725,4465,2610.767077
3/9/13,11647350,-1300,4735,2459.841605
2/9/13,11648650,12500,6435,1810.20202
